"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","depth","COVMAX","HTMAX","holdup","bd1","fc","WP","OC","dep","app_rate","app_eff","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed"
"320",0.754,15.589,0.477,2.254,0.716,2.425,3861.535,70.685,0.628,0.032,90.166,0.04,564.619,0.275,1.753,0.268,0.1,0.5,0.326,0.658,0.599,0.075,0.075,803.954,9.683,8.426,111.819,24.896,6.754,17.242,26.397,52.668,0.742,0.602,1.668,0.287,38.548,0.166,29.319,1.032,0.58,8.493,8.759,0.001,3.0538,4.1619,2.9006,0.045987,804,36.973548
"321",0.618,19.057,0.55,4.868,0.244,1.264,2448.425,89.069,0.255,0.248,110.134,0.66,607.028,0.154,1.702,0.384,0.211,0.394,2.305,1.032,0.449,0.01,0.01,806.243,33.798,29.806,117.561,17.687,16.99,31.547,15.066,88.153,0.482,0.52,1.422,0.148,58.486,0.675,12.21,0.929,0.066,13.878,2.911,0.001,5.529,18.419,12.232,0.35844,807,289.26108
"322",0.781,27.383,0.197,4.104,0.885,2.064,2822.413,76.072,0.234,0.073,101.069,0.38,839.193,0.272,1.246,0.297,0.084,1.719,3.358,2.61,0.35,0.086,0.086,691.877,34.499,9.483,128.048,24.702,18.741,11.213,4.411,25.349,0.16,0.322,1.188,0.106,1.711,3.261,63.027,1.39,0.209,7.149,9.073,0.001,3.9985,3.2107,2.3175,0.13581,692,93.98052
"323",0.695,25.742,0.264,0.77,0.231,4.156,4760.64,84.749,0.379,0.071,120.422,0.774,618.691,0.13,1.693,0.276,0.216,1.799,3.627,1.037,0.741,0.088,0.088,723.299,20.794,20.009,127.577,22.287,7.399,39.977,49.876,37.191,0.138,0.318,1.204,0.986,34.125,0.064,8.814,0.461,0.974,14.996,6.114,0.001,4.4819,2.0559,1.509,0.072946,724,52.812904
"324",0.673,17.752,0.253,1.819,0.471,3.261,2554.33,64.764,0.132,0.115,47.068,0.743,781.752,0.193,0.875,0.368,0.139,0.955,4.857,0.398,0.129,0.049,0.049,730.183,23.865,34.249,124.687,16.044,11.681,43.617,13.865,6.82,0.584,0.637,1.076,0.192,31.061,2.43,49.867,1.22,0.757,7.539,5.189,0,2.3096,0.051207,0.042599,0.00072966,731,0.53338146
"325",0.64,10.098,0.577,3.119,0.917,4.48,185.414,72.089,0.865,0.121,21.85,0.159,538.614,0.193,1.501,0.382,0.225,0.395,1.57,2.693,0.342,0.05,0.05,679.948,20.928,34.324,26.563,12.1,8.303,23.172,26.818,82.561,0.543,0.324,1.124,0.257,29.417,4.052,79.04,1.236,0.199,7.259,7.259,0.001,2.732,11.879,9.7963,0.12297,680,83.6196
"326",0.732,17.825,0.398,2.774,0.538,3.488,802.914,86.004,0.464,0.111,88.708,0.312,500.651,0.202,1.422,0.261,0.176,1.626,1.844,2.133,0.427,0.061,0.061,851.443,9.002,26.761,10.807,11.214,11.992,43.371,23.524,51.74,0.733,0.767,1.438,0.346,27.627,4.196,22.348,0.374,0.31,9.958,2.784,0,4.7579,14.57,9.8798,0.048961,852,41.714772
"327",0.645,20.448,0.478,4.592,0.587,0.418,3177.804,78.016,0.363,0.282,98.595,0.18,580.329,0.276,1.467,0.337,0.074,2.941,3.713,0.839,0.928,0.048,0.048,646.21,21.282,10.925,116.008,32.096,8.08,26.025,11.367,74.938,0.35,0.739,0.955,0.55,25.978,0.49,9.878,0.845,0.516,3.919,1.955,0.001,4.4471,5.552,4.1728,0.29478,647,190.72266
"328",0.675,27.567,0.09,4.16,0.157,0.088,3059.701,79.271,0.725,0.09,56.875,0.997,644.058,0.193,1.714,0.334,0.184,0.238,2.753,0.297,0.664,0.014,0.014,771.309,10.704,26.557,48.087,25.744,12.544,5.438,31.583,67.478,0.215,0.567,1.624,0.146,52.514,0.029,76.732,1.444,0.865,10.702,2.364,0.001,3.8196,1.4595,1.0992,0.041675,772,32.1731
"329",0.799,17.767,0.325,1.442,0.311,1.415,1286.983,85.769,0.386,0.382,110.976,0.556,667.786,0.114,1.335,0.348,0.236,0.88,5.968,1.878,0.765,0.078,0.078,657.029,32.34,34.062,62.982,12.352,6.752,39.353,26.423,88.409,0.265,0.572,0.871,0.724,15.941,2.138,62.001,1.463,0.642,5.27,9.951,0.001,4.7654,3.8062,2.9625,0.090358,658,59.455564
"330",0.672,26.809,0.321,0.33,0.634,0.945,4346.595,80.681,0.128,0.153,74.586,0.799,835.68,0.251,1.402,0.379,0.057,0.611,0.664,1.013,0.117,0.084,0.084,771.629,31.495,34.273,31.364,11.739,16.855,42.05,23.725,66.806,0.073,0.223,1.023,0.709,47.305,2.615,46.863,0.27,0.491,0.665,1.007,0.001,5.0821,0.92428,0.68187,0.041428,772,31.982416
"331",0.77,32.707,0.182,0.818,0.904,1.289,4271.979,81.684,0.562,0.101,107.751,0.839,707.547,0.241,1.711,0.325,0.141,0.106,1.995,1.942,0.448,0.069,0.069,609.322,10.645,30.309,19.643,14.9,10.815,11.032,12.536,26.935,0.227,0.139,1.267,0.668,18.403,1.182,53.374,0.892,0.252,5.526,6.541,0.001,4.4492,4.0618,2.9907,0.067398,609,41.045382
"332",0.653,11.268,0.46,4.564,0.944,0.1,1012.241,61.443,0.748,0.154,120.475,0.36,704.943,0.253,1.577,0.387,0.147,1.473,1.97,2.283,0.149,0.092,0.092,653.534,17.516,25.395,90.637,6.543,24.279,39.654,31.77,53.406,0.28,0.726,1.585,0.263,18.277,0.886,35.394,1.339,0.879,14.194,5.296,0.001,1.8033,1.0174,0.77152,0.01482,654,9.69228
"333",0.715,22.598,0.343,3.067,0.987,2.519,4872.205,62.946,0.267,0.261,22.75,0.81,890.822,0.291,1.421,0.289,0.189,3.514,4.249,0.291,0.238,0.087,0.087,675.516,30.76,16.396,95.978,20.602,14.912,13.105,41.827,32.099,0.938,0.77,1.699,0.059,4.592,4.384,69.818,0.75,0.422,11.368,7.891,0,1.5788,0.039281,0.031384,0.00023586,676,0.15944136
"334",0.631,14.63,0.233,1.132,0.617,3.428,483.936,85.218,0.753,0.25,46.046,0.637,886.718,0.181,1.378,0.381,0.234,1.681,1.713,2.251,0.72,0.07,0.07,748.027,34.909,8.269,128.726,6.822,24.638,44.125,12.847,42.658,0.514,0.172,1.738,0.859,59.069,2.955,2.171,1.325,0.624,5.937,0.904,0,4.7086,15.52,10.338,0.14142,748,105.78216
"335",0.67,25.942,0.071,1.012,0.791,3.46,3028.835,69.376,0.319,0.381,21.608,0.664,574.827,0.25,1.575,0.361,0.093,3.782,4.943,0.161,0.224,0.078,0.078,989.838,27.79,13.98,17.035,8.261,18.686,38.675,33.864,69.523,0.101,0.677,1.445,0.47,30.412,2.668,7.19,1.148,0.282,9.051,2.991,0.001,3.0704,0.02919,0.020052,0.00048361,990,0.4787739
"336",0.698,32.184,0.087,1.976,0.286,0.042,3139.387,68.164,0.378,0.102,92.646,0.263,504.494,0.177,0.926,0.324,0.193,2.941,5.919,0.595,0.331,0.053,0.053,760.29,24.694,33.682,40.796,28.469,6.831,24.525,17.195,19.383,0.349,0.725,1.205,0.524,5.015,2.403,55.231,0.098,0.912,9.632,3.003,0.001,2.2331,0.15051,0.118,0.0022377,761,1.7028897
"337",0.709,14.812,0.254,3.495,0.91,1.509,199.884,88.467,0.353,0.168,88.391,0.734,539.211,0.144,1.421,0.283,0.06,0.619,0.919,0.746,0.21,0.021,0.021,665.798,34.426,14.467,18.744,6.139,5.752,7.445,12.695,1.968,0.643,0.529,1.433,0.205,59.455,2.535,35.546,0.921,0.172,4.436,6.322,0,5.8828,9.8618,6.6949,0.05665,666,37.7289
"338",0.735,17.67,0.236,2.033,0.871,4.503,4523.957,74.161,0.009,0.464,57.574,0.718,512.571,0.144,1.204,0.36,0.131,1.982,5.083,0.889,0.441,0.035,0.035,927.6,33.284,12.204,141.182,27.378,6.255,22.565,20.931,58.764,0.63,0.297,1.131,0.953,8.359,2.538,25.613,0.561,0.349,1.508,2.531,0,3.4833,0.74608,0.55482,0.010746,928,9.972288
"339",0.652,33.631,0.533,1.123,0.361,4.554,4109.542,73.601,0.573,0.019,81.624,0.714,519.695,0.185,1.545,0.273,0.096,1.44,3.143,0.833,0.53,0.074,0.074,628.092,18.077,23.114,47.047,13.759,6.884,11.021,44.577,22.903,0.247,0.364,1.565,0.757,24.508,3.956,1.883,1.353,0.075,0.433,9.223,0.001,3.4602,1.0935,0.8042,0.018277,628,11.477956
"340",0.737,22.85,0.237,3.863,0.305,3.501,4881.733,61.052,0.661,0.098,84.02,0.49,692.819,0.263,0.879,0.368,0.136,2.601,2.092,1.798,0.738,0.054,0.054,834.024,10.294,26.693,37.341,29.297,2.114,23.299,45.338,13.832,0.402,0.764,1.357,0.744,12.283,4.5,64.505,0.128,0.692,5.492,7.649,0.001,1.8161,2.9686,2.259,0.035394,835,29.55399
"341",0.69,12.925,0.516,1.906,0.915,2.365,1621.501,86.594,0.805,0.357,94.999,0.874,718.925,0.189,1.406,0.346,0.052,1.599,0.815,2.881,0.237,0.069,0.069,664.572,29.133,8.783,59.203,22.497,20.569,42.565,42.452,80.023,0.53,0.622,1.033,0.074,46.72,3.688,55.492,0.364,0.148,0.175,7.656,0.001,5.9963,35.747,26.425,0.76371,665,507.86715
"342",0.61,28.216,0.283,4.516,0.863,3.006,2472.413,70.392,0.029,0.237,72.059,0.555,576.943,0.115,1.547,0.385,0.213,3.197,3.188,0.207,0.575,0.029,0.029,607.01,7.693,5.291,116.686,16.5,19.941,11.458,34.438,19.158,0.057,0.251,1.486,0.361,58.35,0.37,22.245,0.184,0.46,11.782,1.973,0.001,2.5327,0.30123,0.22321,0.017306,607,10.504742
"343",0.743,12.867,0.354,4.804,0.216,3.048,2904.197,70.423,0.084,0.422,78.187,0.646,691.612,0.119,1.183,0.271,0.067,3.145,1.465,2.284,0.212,0.029,0.029,717.86,25.767,32.033,140.097,32.516,1.552,21.304,20.796,60.363,0.72,0.683,1.618,0.732,49.26,2.523,73.475,1.285,0.675,0.634,8.42,0.001,3.1992,3.1849,2.3921,0.039937,718,28.674766
"344",0.724,14.24,0.551,2.413,0.231,2.474,370.861,61.235,0.114,0.442,53.769,0.945,555.459,0.271,1.594,0.317,0.069,2.6,1.039,2.394,0.982,0.062,0.062,863.922,34.799,8.751,126.301,8.98,20.555,34.154,34.068,63.436,0.403,0.781,1.379,0.729,12.926,0.234,59.782,1.469,0.25,14.737,1.342,0,2.2098,3.898,2.8348,0.040538,864,35.024832
"345",0.776,23.97,0.262,2.171,0.402,2.397,668.357,64.641,0.112,0.188,52.59,0.362,788.891,0.167,1.27,0.382,0.101,1.453,1.886,1.42,0.171,0.089,0.089,676.432,16.279,10.793,21.992,18.621,15.62,30.724,16.584,12.428,0.252,0.475,1.119,0.886,19.97,0.775,26.406,0.832,0.856,8.357,3.186,0,2.6156,0.37865,0.30203,0.0041982,677,2.8421814
"346",0.673,27.257,0.345,2.201,0.853,1.124,2037.516,83.325,0.191,0.181,47.209,0.729,872.554,0.264,1.26,0.313,0.237,1.169,3.853,1.724,0.657,0.026,0.026,739.247,12.232,9.711,33.8,34.162,22.544,6.563,49.761,5.354,0.904,0.675,1.298,0.561,27.708,4.001,64.169,0.855,0.334,11.247,8.554,0,4.136,8.5504,6.1253,0.083876,740,62.06824
"347",0.705,27.712,0.494,2.398,0.684,2.76,3352.353,66.946,0.561,0.235,54.746,0.98,682.121,0.229,0.957,0.287,0.09,2.596,5.204,1.5,0.615,0.087,0.087,860.166,15.166,24.811,139.284,16.902,1.248,7.607,22.812,42.77,0.45,0.666,1.499,0.577,27.004,3.247,51.703,1.277,0.324,14.521,7.408,0.001,2.6871,1.7322,1.2728,0.021199,861,18.252339
"348",0.754,24.159,0.3,0.487,0.615,2.357,3552.354,71.113,0.791,0.128,3.083,0.005,669.32,0.146,1.221,0.32,0.184,0.897,3.964,2.543,0.433,0.071,0.071,773.766,12.894,14.025,59.427,32.983,10.802,21.241,1.831,8.172,0.85,0.552,1.497,0.478,7.596,3.191,45.388,1.447,0.754,13.849,2.923,0,2.6557,1.2627,0.80266,0.0067669,774,5.2375806
"349",0.679,16.326,0.219,2.987,0.786,0.955,747.291,63.524,0.514,0.414,39.624,0.167,837.62,0.285,1.495,0.314,0.074,3.196,5.335,1.609,0.712,0.03,0.03,748.834,18.661,16.099,88.531,6.886,8.72,11.129,29.874,46.978,0.747,0.177,1.481,0.166,6.254,3.568,70.838,0.005,0.133,4.659,7.45,0,2.5904,3.3183,2.5555,0.017496,749,13.104504
"350",0.655,18.094,0.241,0.333,0.409,0.799,4354.647,70.846,0.502,0.356,116.336,0.574,512.964,0.27,1.755,0.296,0.134,3.656,3.032,1.027,0.567,0.094,0.094,728.807,23.975,14.723,119.42,23.882,14.524,30.247,20.302,88.996,0.289,0.761,0.925,0.879,10.632,3.289,3.696,0.468,0.285,7.361,5.631,0.001,2.9078,0.57655,0.46225,0.012177,730,8.88921
"351",0.739,17.275,0.293,3.543,0.367,3.697,293.184,72.73,0.086,0.032,38.588,0.914,794.369,0.206,1.133,0.32,0.154,3.123,2.338,1.681,0.72,0.061,0.061,694.659,21.047,13.66,62.708,11.091,21.315,37.444,23.985,11.35,0.394,0.66,1.18,0.237,23.458,4.495,42.205,1.223,0.224,0.746,9.816,0.001,3.0803,2.9578,2.2781,0.036009,695,25.026255
"352",0.663,27.026,0.12,3.96,0.95,1.362,2974.662,64.383,0.317,0.466,75.699,0.125,581.122,0.147,0.871,0.405,0.065,2.462,3.829,0.489,0.807,0.06,0.06,852.043,28.309,5.732,83.654,26.912,14.344,43.595,48.799,31.581,0.752,0.497,1.31,0.912,16.862,2.801,61.931,0.97,0.405,12.392,3.975,0.001,2.8535,0.83986,0.62738,0.0089726,852,7.6446552
"353",0.713,23.903,0.47,3.471,0.303,4.312,2086.945,87.521,0.699,0.303,132.703,0.3,630.132,0.231,1.061,0.411,0.074,2.049,4.693,2.585,0.119,0.085,0.085,691.773,5.173,8.078,18.533,30.58,7.281,7.643,30.931,37.364,0.497,0.702,1.548,0.517,28.275,1.751,66.203,0.912,0.561,5.078,5.528,0.001,5.9862,2.969,1.9392,0.031879,692,22.060268
"354",0.638,15.87,0.417,2.985,0.673,2.378,2843.192,67.014,0.135,0.059,39.586,0.003,535.666,0.175,1.661,0.319,0.05,1.326,2.907,0.743,0.948,0.025,0.025,669.904,24.701,18.652,119.52,30.351,13.975,16.252,34.378,11.035,0.405,0.213,0.982,0.153,16.169,3.837,79.51,0.752,0.012,0.877,4.813,0.001,3.1759,4,3.291,0.13464,670,90.2088
"355",0.636,14.567,0.337,2.382,0.626,0.489,4772.984,63.605,0.112,0.074,50.365,0.217,872.255,0.26,1.359,0.281,0.132,0.604,5.629,0.736,0.725,0.082,0.082,769.541,22.858,6.438,23.395,14.386,17.872,17.275,48.83,80.814,0.542,0.365,1.559,0.68,18.94,1.38,69.849,0.381,0.264,2.939,7.09,0,2.0002,0.24032,0.17237,0.00076931,770,0.5923687
"356",0.632,19.694,0.419,1.988,0.44,3.171,3943.599,68.994,0.85,0.364,129.017,0.244,861.722,0.198,1.301,0.324,0.08,1.154,2.12,1.952,0.183,0.071,0.071,680.638,5.448,17.557,141.793,21.599,4.821,13.655,9.173,59.651,0.77,0.411,1.618,0.685,29.719,0.22,51.188,0.816,0.406,12.517,2.776,0,3.0704,1.4134,0.99146,0.015354,681,10.456074
"357",0.797,29.799,0.164,1.245,0.631,1.235,3086.259,82.417,0.057,0.164,48.012,0.133,519.452,0.266,1.246,0.297,0.112,3.59,3.234,2.437,0.908,0.097,0.097,640.282,26.37,5.939,143.142,22.004,17.301,19.23,46.445,42.93,0.085,0.406,1.492,0.355,28.438,0.039,48.748,0.789,0.218,3.206,8.345,0.001,4.5918,5.9651,4.2989,0.31758,641,203.56878
"358",0.61,33.74,0.241,4.235,0.526,2.226,3708.139,83.305,0.322,0.456,124.523,0.769,772.942,0.213,0.996,0.287,0.061,1.53,2.623,2.019,0.975,0.084,0.084,696.492,19.794,18.896,36.424,21.669,20.916,19.003,17.793,40.582,0.43,0.516,1.377,0.073,2.732,3.406,59.097,1.424,0.153,0.27,1.652,0,5.2059,17.759,12.665,0.22868,697,159.38996
"359",0.639,15.807,0.31,0.093,0.646,2.213,4065.584,83.855,0.786,0.128,62.371,0.455,856.735,0.129,1.588,0.323,0.234,2.189,4.171,2.685,0.298,0.043,0.043,751.926,31.345,26.843,53.139,29.243,3.513,41.522,35.16,13.965,0.446,0.499,1.558,0.265,24.973,4.779,72.851,1.018,0.243,9.896,2.05,0,4.3636,2.1309,1.5058,0.033425,752,25.1356
"360",0.647,17.421,0.33,3.631,0.28,4.4,4031.039,76.379,0.067,0.184,57.913,0.573,752.443,0.29,0.924,0.251,0.149,3.039,3.442,0.875,0.356,0.027,0.027,685.5,16.745,17.579,24,27.676,5.936,41.828,24.012,78.945,0.177,0.29,1.296,0.749,4.244,4.607,58.655,1.113,0.021,14.812,0.986,0.001,3.2672,1.6038,1.2283,0.034788,686,23.864568
"361",0.608,20.877,0.26,3.224,0.866,1.746,6.983,85.464,0.177,0.247,14.894,0.254,627.301,0.247,0.959,0.254,0.185,2.249,4.652,0.158,0.244,0.073,0.073,900.78,32.632,5.855,36.684,19.506,18.369,6.183,18.478,89.468,0.179,0.123,1.519,0.17,32.569,0.154,2.085,0.884,0.434,4.295,1.251,0,4.5581,0.26423,0.17442,0.0047268,901,4.2588468
"362",0.693,17.606,0.491,4.992,0.655,1.221,4874.181,62.757,0.064,0.1,14.783,0.862,624.874,0.292,1.102,0.279,0.218,0.98,1.38,0.857,0.253,0.048,0.048,999.642,24.406,15.25,21.649,19.4,6.517,20.219,43.861,84.929,0.895,0.426,1.533,0.478,24.919,2.989,64.307,1.432,0.234,8.194,9.087,0,1.4212,0.49495,0.33419,0.00090452,1000,0.90452
"363",0.617,21.331,0.614,2.18,0.668,2.198,2333.612,66.114,0.014,0.121,19.937,0.095,632.273,0.237,0.914,0.394,0.136,0.531,1.025,0.679,0.471,0.057,0.057,897.365,22.448,13.555,147.274,23.594,4.68,24.426,22.175,63.227,0.926,0.663,1.254,0.988,21.146,2.894,72.579,1.185,0.901,10.104,0.695,0.001,2.4269,0.79187,0.59591,0.0064889,898,5.8270322
"364",0.638,29.712,0.156,2.385,0.125,3.274,2097.65,79.372,0.566,0.019,4.226,0.35,624.072,0.194,1.544,0.405,0.054,2.566,1.139,1.11,0.963,0.062,0.062,613.484,20.577,27.228,15.792,16.524,4.454,15.368,43.201,33.46,0.662,0.672,1.697,0.723,26.912,4.904,3.47,1.007,0.87,11.971,5.746,0,4.9404,7.8753,5.5309,0.037889,614,23.263846
"365",0.795,32.548,0.457,0.138,0.143,1.13,3570.875,65.516,0.293,0.254,84.721,0.908,600.245,0.108,0.862,0.368,0.148,1.171,5.356,2.738,0.923,0.06,0.06,780.269,22.634,7.116,123.825,27.478,1.975,5.509,30.066,43.231,0.967,0.499,1.5,0.976,12.215,2.087,44.645,0.233,0.825,13.543,7.542,0.001,2.3231,1.8461,1.3543,0.011236,781,8.775316
"366",0.644,34.344,0.073,1.83,0.597,1.408,3120.072,67.942,0.719,0.27,7.327,0.765,868.775,0.178,1.425,0.296,0.147,2.548,2.657,2.51,0.909,0.016,0.016,699.852,5.711,22.759,115.062,33.482,14.256,31.028,1.487,66.038,0.904,0.357,1.722,0.273,13.008,0.484,14.598,0.611,0.682,13.546,1.902,0.001,2.3981,14.318,8.8155,0.059427,700,41.5989
"367",0.619,23.743,0.453,2.42,0.438,1.983,1113.091,71.198,0.489,0.457,7.24,0.9,584.659,0.217,1.129,0.345,0.162,2.166,5.385,1.738,0.641,0.092,0.092,921.609,20.294,14.963,19.351,17.083,13.635,28.301,49.455,65.252,0.035,0.517,1.695,0.032,24.552,1.437,38.423,0.303,0.698,2.791,8.192,0.001,2.8291,0.85457,0.69618,0.076094,922,70.158668
"368",0.727,30.762,0.362,0.156,0.797,0.033,4509.258,65.916,0.361,0.287,55.498,0.286,684.256,0.268,1.43,0.367,0.101,3.449,2.991,1.594,0.134,0.043,0.043,858.168,5.637,22.511,69.34,16.88,20.799,30.08,4.44,70.868,0.921,0.738,1.174,0.059,40.435,0.935,39.745,0.061,0.711,14.164,7.03,0.001,2.6545,0.20703,0.16244,0.0012815,859,1.1008085
"369",0.634,28.873,0.603,2.314,0.133,0.587,4516.045,77.416,0.004,0.217,69.393,0.844,585.899,0.143,1.515,0.316,0.126,0.499,3.859,1.589,0.911,0.022,0.022,754.477,11.158,27.989,38.689,10.424,9.529,21.601,24.023,10.644,0.295,0.433,1.383,0.487,26.799,1.837,48.191,1.321,0.394,6.567,6.817,0.001,3.7383,5.3831,3.9808,0.050094,755,37.82097
"370",0.614,30.301,0.213,4.194,0.139,0.475,4855.607,65.904,0.317,0.462,130.031,0.402,676.921,0.254,1.173,0.251,0.079,1.572,1.839,2.722,0.796,0.03,0.03,973.281,16.217,18.801,21.56,33.429,1.638,10.978,5.912,48.979,0.29,0.29,0.93,0.263,25.695,3.914,61.639,0.158,0.87,13.15,4.242,0.001,2.5217,7.9519,6.309,0.12001,974,116.88974
"371",0.739,27.084,0.075,0.091,0.117,0.639,4574.683,77.522,0.775,0.12,139.876,0.585,887.537,0.152,1.471,0.428,0.162,0.286,5.373,1.388,0.619,0.065,0.065,938.648,16.447,6.919,73.473,30.009,10.663,16.555,2.641,47.129,0.585,0.303,1.017,0.33,2.914,1.255,61.604,1.115,0.487,14.474,9.26,0.001,3.9922,0.96401,0.64144,0.008029,939,7.539231
"372",0.771,27.295,0.56,0.271,0.401,2.192,4569.391,72.5,0.126,0.269,9.605,0.212,651.865,0.151,1.587,0.404,0.121,3.286,1.22,2.966,0.76,0.012,0.012,981.938,31.775,16.384,8.394,12.216,1.994,23.153,32.001,13.935,0.984,0.649,1.633,0.701,25.992,1.202,8.396,1.375,0.81,8.188,5.393,0.001,3.3136,30.652,20.879,0.030148,982,29.605336
"373",0.78,30.505,0.466,4.409,0.695,0.218,4558.823,86.836,0.753,0.069,108.391,0.845,858.64,0.238,1.73,0.291,0.227,0.065,5.559,0.843,0.355,0.097,0.097,914.819,18.483,15.53,93.291,29.124,9.428,32.748,37.179,18.079,0.384,0.75,1.749,0.58,23.891,0.857,32.357,0.127,0.953,8.678,7.001,0.001,4.8546,2.2886,1.4621,0.027515,915,25.176225
"374",0.753,18.006,0.063,0.891,0.527,3.754,2538.074,84.341,0.014,0.404,23.955,0.65,693.621,0.266,1.757,0.332,0.086,0.965,0.929,2.084,0.229,0.027,0.027,992.189,31.434,20.061,28.894,5.194,22.348,15.624,23.824,75.87,0.197,0.351,1.205,0.58,7.118,1.259,12.877,0.583,0.205,8.594,4.784,0.001,5.1129,4.1175,2.7927,0.049295,992,48.90064
"375",0.639,22.952,0.323,1.956,0.19,1.695,1034.121,81.225,0.224,0.127,66.529,0.12,748.645,0.246,1.393,0.304,0.12,1.985,1.75,1.157,0.729,0.067,0.067,792.4,33.695,30.137,39.913,30.838,12.365,27.422,33.171,39.385,0.738,0.174,1.498,0.359,28.93,1.737,57.391,0.467,0.223,0.465,5.446,0,4.4104,3.9332,2.7413,0.032623,793,25.870039
"376",0.777,20.757,0.065,0.181,0.531,3.6,2446.962,78.39,0.762,0.322,15.728,0.45,563.667,0.225,1.531,0.279,0.057,3.937,4.881,0.539,0.306,0.077,0.077,740.889,20.069,17.541,104.98,14.084,3.77,8.337,1.228,42.188,0.637,0.276,1.455,0.65,47.349,2.203,64.889,1.421,0.16,14.363,2.93,0,4.4202,0.23381,0.13104,0.0009194,741,0.6812754
"377",0.753,20.686,0.46,1.191,0.174,0.695,4968.834,75.943,0.112,0.461,52.821,0.843,838.307,0.22,1.558,0.416,0.07,1.293,1.749,0.241,0.736,0.082,0.082,938.136,5.068,26.278,104.507,15.699,18.611,10.288,42.668,45.963,0.518,0.56,1.688,0.425,25.914,4.828,41.987,0.224,0.417,10.334,1.236,0.001,4.3276,0.53539,0.34546,0.0035764,938,3.3546632
"378",0.616,28.64,0.294,2.41,0.892,4.985,872.587,64.05,0.423,0.332,57.533,0.09,562.779,0.115,1.219,0.276,0.138,3.421,5.738,2.382,0.149,0.041,0.041,804.286,26.05,16.002,36.314,19.117,22.951,44.424,38.943,67.648,0.205,0.432,1.4,0.656,10.604,3.02,3.96,1.483,0.849,6.862,0.68,0,1.9336,0.57209,0.43274,0.0094556,805,7.611758
"379",0.671,20.853,0.63,1.027,0.187,4.534,2888.276,81.849,0.081,0.053,101.242,0.708,676.659,0.285,1.447,0.403,0.12,1.617,2.786,2.701,0.802,0.08,0.08,988.231,8.181,10.138,58.129,13.474,14.173,10.841,40.075,21.038,0.554,0.669,1.062,0.678,48.385,4.06,75.393,0.412,0.589,13.894,0.926,0.001,4.7435,6.4182,4.4697,0.039296,989,38.863744
"380",0.681,19.249,0.099,1.458,0.145,0.816,4145.971,76.597,0.78,0.39,23.639,0.539,626.552,0.191,1.104,0.319,0.138,0.339,4.01,2.73,0.741,0.012,0.012,953.428,10.377,18.876,129.258,18.021,12.932,24.9,17.409,60.815,0.748,0.618,0.965,0.943,22.696,2.53,65.784,0.174,0.629,3.018,3.837,0,3.674,19.197,14.343,0.14813,954,141.31602
"381",0.771,17.241,0.479,0.299,0.983,1.517,1948.998,65.233,0.394,0.126,68.722,0.642,822.003,0.179,1.16,0.399,0.177,3.974,1.036,0.934,0.867,0.066,0.066,604.342,31.424,23.478,12.058,26.957,1.581,5.865,33.838,22.249,0.955,0.749,1.724,0.161,59.337,1.747,47.047,1.435,0.92,12.447,4.204,0,2.1526,1.5059,1.1801,0.0052165,605,3.1559825
"382",0.725,15.481,0.464,2.158,0.892,1.995,3129.204,85.546,0.854,0.446,43.981,0.713,769.682,0.273,1.709,0.343,0.152,1.27,4.17,2.468,0.31,0.024,0.024,640.642,19.056,5.024,40.917,30.916,17.905,35.758,33.119,71.387,0.908,0.561,1.739,0.552,2.98,2.634,29.04,0.011,0.177,14.525,4.18,0,5.1041,13.288,8.8852,0.16134,641,103.41894
"383",0.69,22.778,0.288,3.267,0.72,2.544,1387.901,81.749,0.474,0.135,61.827,0.881,507.857,0.168,1.043,0.367,0.125,0.528,0.698,1.063,0.886,0.025,0.025,736.115,23.457,10.772,97.087,13.397,7.276,31.934,19.101,28.56,0.392,0.452,1.548,0.057,43.007,0.587,19.401,0.468,0.246,8.267,5.078,0,4.686,50.72,35.673,1.0537,737,776.5769
"384",0.771,18.267,0.138,0.877,0.82,2.553,4693.656,85.792,0.855,0.063,32.27,0.054,864.515,0.294,1.561,0.424,0.109,3.74,3.598,1.108,0.404,0.075,0.075,837.088,10.346,31.248,144.594,24.573,20.819,38.738,35.804,46.809,0.568,0.629,1.525,0.513,4.423,3.196,44.543,1.189,0.446,2.798,3.142,0.001,5.4522,2.028,1.3542,0.033118,838,27.752884
"385",0.652,25.226,0.335,2.982,0.532,4.327,2321.399,71.421,0.552,0.461,73.761,0.262,784.098,0.242,1.167,0.352,0.097,2.781,0.728,2.665,0.104,0.065,0.065,969.246,32.045,6.836,133.207,31.011,10.866,17.307,18.654,9.372,0.476,0.513,0.96,0.253,17.935,1.763,66.53,0.103,0.858,13.88,5.997,0,3.2806,2.455,1.8857,0.0806,970,78.182
