"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","CN_f","uslec_c","uslec_f","MNGN","depth","COVMAX","HTMAX","holdup","bd1","bd2","bd3","bd4","fc","WP","OC","dep","app_rate","app_eff","PLDKRT","DWRATE","DSRATE","koc","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf"
"1484",0.798,31.724,0.137,0.07,0.433,4.227,1203.898,77.021,83.197,0.041,0.033,0.074,49.736,0.039,809.931,0.2,1.115,1.531,1.742,1.136,1.05,0.377,0.136,3.193,0.311,2.089,0.74,0.508,0.508,0.047,994.523,5.43,7.583,30.193,32.208,9.054,42.481,36.642,38.157,0.248,0.366,1.579,0.803,43.633,0.789,17.738,1.285,0.62,11.141,8.684
"1485",0.786,30.424,0.115,1.838,0.779,0.886,3724.185,70.131,82.138,0.821,0.427,0.224,81.393,0.505,892.275,0.17,1.58,1.178,1.086,1.597,1.058,0.427,0.206,1.345,2.27,1.999,0.572,0.305,0.305,0.081,756.688,31.074,29.85,107.258,9.186,7.897,18.703,28.671,51.297,0.153,0.634,0.925,0.82,45.461,0.734,44.537,0.763,0.596,7.137,9.493
"1486",0.732,13.553,0.331,0.849,0.41,4.747,4678.853,65.912,84.259,0.249,0.764,0.42,68.761,0.388,546.042,0.287,0.986,1.467,1.322,1.421,1.398,0.285,0.066,3.859,3.314,1.941,0.882,0.466,0.466,0.077,962.501,20.916,8.506,15.244,32.656,9.581,44.023,11.838,69.566,0.992,0.59,1.232,0.286,5.071,0.899,4.884,0.898,0.895,6.916,1.625
"1487",0.792,31.153,0.141,2.63,0.919,4.806,4543.064,70.537,82.609,0.641,0.608,0.149,120.344,0.424,727.48,0.193,1.396,1.306,1.256,1.502,1.45,0.303,0.109,0.347,0.12,1.151,0.114,0.365,0.365,0.036,674.491,29.834,14.182,81.726,33.88,20.104,37.053,21.641,70.732,0.855,0.556,1.285,0.801,25.916,1.669,66.658,1.144,0.687,2.332,4.141
"1488",0.628,34.565,0.283,2.344,0.656,1.148,2781.055,67.417,86.219,0.32,0.896,0.101,59.007,0.596,615.801,0.101,1.184,1.703,1.069,1.51,1.666,0.389,0.23,3.403,3.282,1.883,0.842,0.172,0.172,0.071,751.509,22.979,6.652,146.744,27.904,14.971,44.401,34.689,51.621,0.7,0.596,1.038,0.547,39.054,1.434,24.146,1.036,0.67,6.496,3.196
"1489",0.684,17.392,0.067,3.765,0.303,1.7,3806.701,65.535,86.171,0.215,0.779,0.456,117.69,0.481,875.498,0.19,1.037,1.328,1.12,1.06,1.403,0.3,0.199,0.247,4.433,0.591,0.634,0.312,0.312,0.076,651.097,18.792,25.454,148.119,23.834,19.258,39.603,10.36,19.816,0.961,0.139,1.411,0.371,8.393,2.897,50.978,1.429,0.621,13.127,0.923
"1490",0.629,14.054,0.461,1.691,0.652,3.979,2770.264,74.816,83.647,0.948,0.145,0.184,68.806,0.504,890.833,0.27,1.047,1.02,1.353,1.084,1.36,0.33,0.198,1.393,0.358,1.837,0.364,0.339,0.339,0.024,766.78,18.354,31.861,119.294,13.604,0.236,19.223,18.402,0.624,0.351,0.773,1.19,0.328,40.58,3.682,28.977,0.011,0.621,5.246,0.004
"1491",0.783,29.967,0.305,1.597,0.207,4.012,630.948,70.672,84.079,0.152,0.41,0.207,139.784,0.968,826.438,0.178,1.338,1.571,1.122,1.31,1.17,0.262,0.195,0.688,2.111,0.257,0.665,0.471,0.471,0.085,719.749,13.284,9.627,105.951,33.145,1.289,31.877,24.588,18.982,0.376,0.21,1.686,0.567,2.851,4.465,54.049,0.715,0.623,9.495,4.808
"1492",0.634,22.202,0.498,0.81,0.849,4.413,3818.675,83.061,87.252,0.226,0.878,0.038,82.565,0.528,608.056,0.221,1.025,1.72,1.223,1.441,0.959,0.31,0.166,3.336,4.707,1.003,0.331,0.264,0.264,0.052,922.006,29.255,5.652,128.687,10.066,24.702,27.669,46.664,16.277,0.239,0.617,1.312,0.565,10.359,0.967,42.091,1.37,0.25,13.407,2.473
"1493",0.69,10.676,0.388,2.233,0.574,1.974,2030.102,75.949,82.233,0.173,0.566,0.288,102.843,0.664,827.423,0.269,1.152,1.077,1.651,1.241,1.287,0.308,0.159,2.937,5.305,2.932,0.362,0.296,0.296,0.062,922.622,26.786,10.08,25.323,27.734,18.919,17.026,20.263,83.721,0.134,0.415,1.505,0.305,24.269,3.384,49.167,0.126,0.485,13.828,1.259
"1494",0.683,14.285,0.064,0.067,0.829,2.685,2700.828,70.316,87.897,0.581,0.606,0.196,119.673,0.338,875.615,0.17,1.63,1.018,1.406,1.531,1.638,0.427,0.095,0.276,4.057,1.022,0.577,0.211,0.211,0.063,633.32,34.903,15.817,132.288,28.267,20.741,40.464,26.86,16.233,0.562,0.454,1.702,0.056,52.148,3.186,63.6,0.878,0.594,3.945,9.627
"1495",0.756,15.057,0.525,0.222,0.639,4.553,2942.727,68.179,85.773,0.252,0.259,0.274,138.234,0.793,507.047,0.291,0.893,1.487,1.74,1.1,1.441,0.377,0.055,2.09,5.718,0.145,0.473,0.477,0.477,0.029,908.105,34.803,27.496,16.541,29.8,4.621,14.267,1.615,35.415,0.408,0.203,1.589,0.256,12.337,4.518,30.65,1.284,0.971,2.635,9.152
"1496",0.775,32.068,0.203,2.133,0.779,2.916,4525.42,72.96,87.002,0.077,0.09,0.268,72.065,0.411,531.992,0.144,1.095,1.739,0.889,1.198,1.386,0.342,0.134,3.447,0.5,1.433,0.257,0.384,0.384,0.093,713.366,14.927,28.949,22.349,9.589,9.265,28.124,28.409,86.081,0.084,0.341,1.722,0.317,34.632,3.166,3.849,0.546,0.781,5.068,3.244
"1497",0.641,34.023,0.508,1.758,0.714,0.846,4239.04,76.272,86.635,0.403,0.527,0.173,32.21,0.849,784.505,0.225,1.11,1.179,1.516,1.659,1.437,0.4,0.144,2.982,0.322,1.909,0.279,0.13,0.13,0.066,641.291,25.32,31.74,117.85,34.656,19.155,29.306,21.561,49.794,0.983,0.19,1.723,0.266,24.392,2.802,65.273,1.402,0.76,10.714,6.915
"1498",0.627,25.499,0.608,2.736,0.939,2.903,1688.067,80.447,84.541,0.981,0.491,0.457,51.007,0.486,570.82,0.19,0.97,1.705,1.708,1.587,1.683,0.31,0.124,3.03,3.776,0.409,0.871,0.444,0.444,0.065,722.479,9.317,5.967,75.655,24.524,17.96,32.736,49.967,24.259,0.593,0.174,1.32,0.472,20.175,3.412,67.531,1.352,0.332,8.961,5.197
"1499",0.65,12.003,0.119,3.09,0.362,4.853,1740.606,69.488,83.48,0.139,0.863,0.425,87.154,0.431,695.853,0.235,1.261,1.534,1.365,0.985,0.882,0.332,0.231,1.961,3.63,1.865,0.857,0.28,0.28,0.027,689.334,32.88,24.339,131.115,17.597,9.296,15.668,27.539,83.646,0.62,0.225,0.953,0.84,54.072,3.506,43.708,0.85,0.056,14.413,5.68
"1500",0.666,21.81,0.336,0.613,0.587,3.172,4192.151,75.105,85.596,0.42,0.087,0.101,2.833,0.093,727.387,0.23,1.704,1.355,1.087,1.125,1.119,0.263,0.077,0.968,4.517,0.65,0.857,0.589,0.589,0.094,610.777,8.561,15.21,49.344,23.981,21.735,31.556,0.529,32.661,0.773,0.343,1.449,0.716,37.367,0.781,69.135,0.923,0.338,2.172,4.744
"1501",0.78,13.756,0.194,0.99,0.79,4.955,4294.328,80.253,85.533,0.836,0.177,0.097,125.232,0.885,793.274,0.272,1.254,1.128,1.487,0.966,1.301,0.371,0.149,2.487,0.773,1.243,0.582,0.315,0.315,0.072,623.276,32.352,12.34,113.207,10.294,4.035,16.155,38.904,46.009,0.353,0.754,1.37,0.369,57.008,4.749,75.3,0.557,0.254,4.183,2.457
"1502",0.744,29.576,0.615,1.936,0.569,3.73,3176.181,83.844,84.824,0.752,0.742,0.28,121.398,0.343,520.068,0.269,1.677,1.427,1.587,1.74,1.612,0.389,0.074,0.708,4.848,1.181,0.905,0.141,0.141,0.088,657.597,29.035,24.654,9.867,6.783,3.838,34.669,35.601,85.581,0.273,0.583,1.643,0.736,21.63,2.048,23.137,0.886,0.508,6.789,9.042
"1503",0.717,20.767,0.491,1.397,0.911,1.595,1298.931,84.966,82.139,0.656,0.82,0.019,81.887,0.301,732.703,0.21,1.677,1.143,1.674,0.896,1.346,0.397,0.1,3.531,0.514,0.996,0.861,0.601,0.601,0.021,701.083,18.733,34.09,116.116,15.362,11.254,11.353,27.986,57.09,0.307,0.123,1.631,0.209,8.851,4.434,79.119,0.472,0.086,5.161,3.495
"1504",0.784,17.998,0.633,1.904,0.807,0.72,4325.502,71.027,82.184,0.508,0.097,0.283,94.039,0.966,879.644,0.235,1.279,1.022,1.337,1.633,1.323,0.253,0.109,2.37,5.606,0.395,0.668,0.138,0.138,0.081,940.907,34.595,32.809,145.854,25.134,5.053,30.68,24.085,81.091,0.265,0.347,1.495,0.211,20.738,1.396,50.147,1.039,0.759,14.735,9.407
"1505",0.618,21.703,0.543,2.586,0.743,1.048,2699.632,74.116,87.855,0.944,0.895,0.31,26.47,0.661,764.801,0.215,1.3,1.59,1.648,0.996,1.113,0.342,0.137,1.805,4.604,0.208,0.979,0.456,0.456,0.02,919.152,9.388,13.21,96.826,19.663,5.307,23.571,31.6,43.71,0.973,0.283,1.067,0.447,54.71,2.519,54.877,0.61,0.24,9.872,9.084
"1506",0.698,16.771,0.602,3.445,0.704,0.765,2877.193,69.903,83.243,0.596,0.817,0.253,38.581,0.22,518.739,0.297,0.943,1.188,0.909,1.698,1.413,0.329,0.082,3.276,0.967,0.95,0.873,0.492,0.492,0.024,699.87,10.622,30.389,27.341,30.445,9.123,16.699,31.217,86.668,0.35,0.144,1.464,0.91,11.44,2.275,22.219,1.463,0.603,7.365,1.516
"1507",0.701,16.354,0.314,4.953,0.234,3.078,2276.757,71.404,86.186,0.66,0.527,0.295,30.205,0.107,883.791,0.103,1.357,0.932,1.147,0.904,1.546,0.385,0.109,1.993,0.367,0.533,0.333,0.13,0.13,0.016,687.631,13.218,11.92,54.27,25.287,13.034,12.13,29.68,73.283,0.65,0.517,1.336,0.172,11.397,1.305,78.246,0.215,0.647,10.438,1.371
"1508",0.728,13.522,0.602,2.534,0.481,1.826,1303.934,70.737,82.88,0.781,0.458,0.462,55.796,0.304,839.767,0.165,1.433,1.724,1.269,1.687,1.632,0.311,0.208,2.827,5.184,1.116,0.22,0.572,0.572,0.02,893.153,12.143,18.953,9.372,29.925,17.241,40.867,5.934,55.68,0.206,0.576,1.427,0.369,34.353,4.123,35.459,0.479,0.706,1.672,0.468
"1509",0.686,26.378,0.582,1.252,0.212,0.691,4317.115,87.328,84.251,0.492,0.302,0.27,10.481,0.743,663.028,0.125,1.186,0.881,1.057,1.658,1.517,0.289,0.101,0.63,0.745,0.639,0.228,0.334,0.334,0.099,740.792,34.3,28.734,100.572,34.581,19.428,44.837,37.22,15.9,0.232,0.233,1.096,0.483,59.858,2.812,4.352,0.071,0.388,8.469,0.713
"1510",0.702,21.137,0.32,0.865,0.912,3.983,4311.873,71.34,82.646,0.837,0.833,0.228,84.87,0.332,618.045,0.119,1.133,1.713,1.522,1.231,1.615,0.383,0.158,3.353,3.099,1.482,0.533,0.505,0.505,0.069,697.044,26.223,7.081,12.925,9.769,8.994,12.537,37.995,72.026,0.181,0.589,1.562,0.467,9.769,2.269,18.729,1.234,0.615,14.847,1.081
"1511",0.624,21.371,0.381,2.551,0.107,4.615,3791.645,89.709,85.726,0.719,0.869,0.394,38.951,0.29,851.407,0.18,1.125,1.519,1.499,1.424,1.726,0.294,0.149,2.921,2.5,2.926,0.393,0.187,0.187,0.038,893.819,23.897,23.042,79.72,23.022,19.999,25.844,8.024,14.759,0.796,0.63,1.17,0.448,53.481,3.423,10.398,0.026,0.608,12.408,4.28
"1512",0.609,16.966,0.607,3.32,0.925,0.683,3463.982,73.599,84.944,0.703,0.685,0.333,110.357,0.934,736.009,0.123,1.309,0.937,1.532,1.683,1.515,0.263,0.126,3.439,1.348,0.825,0.944,0.493,0.493,0.093,765.406,8.787,13.162,35.815,28.321,1.328,24.242,30.334,74.9,0.33,0.135,1.318,0.419,14.062,1.555,38.878,0.552,0.336,4.663,7.874
"1513",0.685,25.897,0.36,3.15,0.972,1.561,3150.3,79.654,87.331,0.589,0.303,0.024,135.075,0.655,563.007,0.133,1.294,0.89,0.863,1.4,1.11,0.259,0.14,3.967,5.664,1.697,0.562,0.643,0.643,0.036,644.095,22.744,12.902,55.62,25.196,18.352,15.783,45.041,59.273,0.079,0.327,1.219,0.635,29.873,4.464,71.941,0.798,0.113,9.457,6.535
"1514",0.77,32.36,0.352,1.847,0.994,3.05,232.792,62.304,83.377,0.665,0.359,0.16,137.67,0.011,691.975,0.258,0.954,1.651,1.655,0.913,1.269,0.417,0.172,0.633,0.127,2.864,0.936,0.498,0.498,0.034,807.952,34.947,27.042,132.425,30.739,15.5,24.731,31.701,14.632,0.928,0.639,1.129,0.188,9.171,4.665,70.929,0.744,0.358,3.989,9.501
"1515",0.788,34.116,0.114,1.488,0.59,1.125,4146.543,86.986,85.738,0.578,0.665,0.293,132.749,0.837,781.483,0.254,1.229,1.524,0.987,1.616,1.593,0.377,0.068,0.785,0.218,2.798,0.962,0.314,0.314,0.075,690.833,23.202,11.107,138.937,9.683,17.583,31.457,43.911,39.36,0.02,0.574,1.511,0.625,31.635,0.798,33.527,0.451,0.757,1.511,6.277
"1516",0.649,31.405,0.56,0.114,0.534,3.728,404.459,87.243,82.688,0.09,0.549,0.286,69.056,0.92,885.075,0.128,1.615,1.272,1.648,1.731,0.938,0.291,0.198,0.423,4.205,2.759,0.239,0.179,0.179,0.089,972.462,16.915,24.435,98.834,6.054,20.941,17.137,41.662,66.385,0.157,0.777,1.423,0.838,40.196,4.599,74.492,0.494,0.901,4.299,8.304
"1517",0.784,15.592,0.319,0.267,0.526,0.617,4378.128,63.36,85.422,0.118,0.854,0.373,134.846,0.276,525.504,0.164,1.431,1.154,1.582,1.501,1.378,0.306,0.22,2.101,2.264,0.166,0.378,0.526,0.526,0.048,648.291,32.494,27.767,27.925,32.789,21.979,9.869,34.907,46.72,0.044,0.519,1.65,0.92,2.602,1.369,57.791,1.224,0.088,5.049,8.212
"1518",0.722,14.332,0.576,1.489,0.76,0.489,3685.79,78.317,87.08,0.266,0.184,0.442,138.289,0.416,750.043,0.219,1.731,0.97,1.369,0.864,1.135,0.406,0.073,0.898,5.933,2.332,0.259,0.246,0.246,0.011,707.163,5.173,22.862,139.266,15.243,15.119,12.44,28.947,79.392,0.74,0.258,0.876,0.611,42.256,4.155,8.493,0.435,0.504,0.409,1.622
"1519",0.665,22.237,0.229,0.031,0.135,1.051,1422.862,69.025,83.088,0.234,0.311,0.298,93.481,0.646,626.934,0.188,0.963,1.234,0.887,1.022,1.442,0.293,0.09,2.054,5.798,2.011,0.631,0.575,0.575,0.026,810.444,24.193,19.095,93.566,26.603,22.914,27.431,31.559,33.831,0.371,0.306,1.111,0.726,59.617,3.009,76.82,0.929,0.747,9.741,5.222
"1520",0.669,29.165,0.607,2.461,0.589,0.42,403.18,77.328,82.919,0.853,0.825,0.246,86.596,0.122,874.512,0.25,1.003,0.971,1.646,1.104,1.115,0.28,0.21,1.847,0.264,1.38,0.686,0.548,0.548,0.033,668.783,25.166,9.122,114.283,20.284,16.466,15.024,32.003,30.388,0.192,0.476,1.738,0.161,11.147,4.868,77.517,0.862,0.386,4.866,3.597
"1521",0.62,29.123,0.479,3.586,0.516,2.304,933.702,87.276,82.802,0.848,0.327,0.17,1.051,0.61,725.039,0.23,1.727,1.626,1.734,1.485,1.309,0.422,0.069,0.828,1.057,1.301,0.878,0.353,0.353,0.053,905.289,32.122,31.742,9.242,13.573,6.291,44.974,13.123,31.441,0.527,0.306,1.17,0.278,16.464,1.58,6.303,1.38,0.706,0.855,3.003
"1522",0.604,12.842,0.357,3.168,0.391,3.386,3922.984,72.44,86.753,0.547,0.94,0.009,133.254,0.822,786.069,0.289,1.128,1.262,1.039,1.535,1.081,0.407,0.171,3.928,4.674,2.518,0.253,0.404,0.404,0.099,910.09,11.778,24.095,8.871,30.477,4.185,37.48,40.034,0.886,0.199,0.584,1.485,0.9,40.274,2.108,33.67,0.057,0.606,12.856,9.381
"1523",0.621,31.235,0.098,1.915,0.368,4.241,4264.759,86.088,85.793,0.828,0.916,0.064,18.739,0.992,801.472,0.18,1.289,1.38,0.869,1.166,1.382,0.417,0.235,1.733,2.764,1.495,0.119,0.29,0.29,0.021,600.858,26.97,23.47,71.283,32.223,11.697,37.166,36.107,7.091,0.983,0.107,1.232,0.506,7.944,1.515,68.815,0.957,0.239,2.484,6.31
"1524",0.656,30.848,0.548,3.75,0.345,0.853,3726.041,65.565,85.938,0.526,0.98,0.146,46.05,0.673,784.193,0.24,1.14,0.935,0.995,1.291,1.042,0.379,0.182,3.406,1.193,0.334,0.571,0.192,0.192,0.047,614.158,8.214,20.666,81.236,17.026,16.349,6.994,9.921,75.489,0.832,0.247,1.67,0.268,13.291,2.641,7.017,1.194,0.608,13.892,6.659
"1525",0.736,14.922,0.324,0.693,0.597,0.793,444.628,78.927,82.964,0.987,0.44,0.156,36.768,0.173,841.196,0.246,1.678,1.261,1.753,0.915,1.312,0.343,0.141,0.27,5.958,1.814,0.738,0.331,0.331,0.062,686.307,8.629,32.891,137.527,24.091,12.342,5.221,31.795,53.203,0.763,0.164,1.052,0.158,36.524,0.245,3.441,1.485,0.983,11.301,5.215
"1526",0.757,32.059,0.185,3.828,0.302,1.433,4845.781,76.147,84.084,0.441,0.339,0.213,116.745,0.171,604.871,0.147,1.534,0.974,1.449,1.38,1.423,0.328,0.225,3.081,5.399,1.459,0.752,0.522,0.522,0.048,600.079,7.111,13.793,94.987,15.903,24.308,28.109,3.841,59.965,0.126,0.716,1.361,0.865,55.556,4.089,67.824,0.328,0.364,13.431,7.988
"1527",0.717,30.446,0.277,0.721,0.162,3.799,304.454,69.248,82.03,0.721,0.506,0.158,43.364,0.651,505.274,0.165,1.109,1.744,1.554,1.051,1.388,0.374,0.107,3.684,2.521,2.296,0.875,0.518,0.518,0.087,805.168,7.603,31.722,114.932,29.993,9.643,6.822,25.389,72.355,0.901,0.587,1.141,0.681,20.862,5,76.884,1.247,0.285,2.535,4.135
"1528",0.618,33.08,0.167,4.329,0.846,1.56,4015.665,77.618,82.002,0.77,0.04,0.365,109.043,0.321,660.457,0.25,1.477,1.365,1.059,1.713,1.542,0.329,0.153,0.222,1.212,1.178,0.437,0.332,0.332,0.045,924.54,7.148,27.711,122.792,29.268,0.572,29.158,41.998,48.621,0.672,0.638,1.366,0.486,9.598,3.474,27.335,0.937,0.056,7.201,3.428
"1529",0.612,25.38,0.238,2.678,0.706,2.031,111.699,90.676,83.662,0.894,0.986,0.049,130.686,0.138,818.768,0.291,1.359,0.934,1.358,1.341,1.52,0.323,0.135,3.138,3.426,0.918,0.569,0.567,0.567,0.085,770.476,9.23,24.414,34.043,13.053,19.122,27.769,15.68,87.49,0.888,0.274,1.737,0.808,29.821,3.569,49.019,0.14,0.711,4.511,3.319
"1530",0.609,17.634,0.132,2.741,0.446,1.541,4925.832,75.708,83.038,0.833,0.981,0.285,54.891,0.759,666.877,0.115,1.681,1.013,1.205,1.501,1.521,0.381,0.083,3.548,0.831,2.452,0.624,0.174,0.174,0.083,655.752,22.135,8.938,105.774,33.617,9.746,22.39,7.444,60.129,0.592,0.218,1.144,0.097,44.983,3.093,79.284,0.548,0.913,10.294,8.601
"1531",0.751,12.194,0.335,4.085,0.85,1.812,1516.927,76.045,86.967,0.961,0.205,0.377,64.217,0.301,636.094,0.291,1.177,1.222,1.614,0.913,1.315,0.361,0.066,2.205,3.717,1.766,0.62,0.623,0.623,0.089,642.362,8.3,31.152,57.214,24.596,8.039,38.917,25.927,85.426,0.895,0.725,1.262,0.645,56.58,1.494,14.372,0.752,0.933,1.581,5.915
"1532",0.659,28.411,0.182,2.111,0.979,4.634,3985.593,65.006,87.076,0.834,0.395,0.113,76.424,0.327,855.629,0.238,1.286,1.406,0.918,1.144,1.742,0.398,0.092,3.474,3.548,1.946,0.38,0.14,0.14,0.023,670.572,11.326,12.019,145.792,30.668,15.265,7.226,10.785,79.96,0.851,0.428,1.004,0.611,22.155,2.744,36.009,1.119,0.424,11.636,7.893
"1533",0.699,15.835,0.052,3.558,0.621,4.707,1060.519,63.51,82.441,0.969,0.681,0.257,113.378,0.109,794.772,0.185,1.482,1.441,1.302,1.16,1.016,0.278,0.134,3.914,5.55,0.728,0.527,0.233,0.233,0.024,737.706,19.47,25.141,131.517,7.728,10.432,11.746,1.058,51.841,0.236,0.12,0.938,0.694,32.856,2.265,27.534,0.178,0.294,8.719,1.792
"1534",0.733,22.025,0.632,4.578,0.752,0.431,4005.146,61.932,83.846,0.113,0.292,0.399,62.907,0.159,522.024,0.273,1.22,0.931,1.359,0.908,1.144,0.378,0.166,0.765,1.203,2.564,0.629,0.656,0.656,0.011,751.981,29.329,34.127,140.918,13.829,24.073,30.149,35.65,66.049,0.102,0.572,1.503,0.603,43.249,4.403,7.198,0.241,0.92,6.372,3.847
"1535",0.741,17.575,0.328,2.106,0.721,3.124,2165.537,70.795,83.803,0.754,0.425,0.105,48.161,0.821,699.571,0.288,1.146,1.315,1.426,1.481,1.232,0.314,0.217,3.159,3.458,1.488,0.203,0.195,0.195,0.012,642.42,27.656,8.225,12.958,25.689,13.723,39.748,9.485,33.592,0.911,0.501,1.047,0.024,16.775,0.235,31.559,0.89,0.253,9.069,8.472
"1536",0.709,14.683,0.061,4.617,0.651,0.966,644.063,84.007,82.302,0.046,0.872,0.329,116.977,0.967,821.006,0.156,1.182,1.569,1.04,1.097,1.501,0.375,0.215,2.547,5.788,1.025,0.954,0.599,0.599,0.088,634.149,9.468,29.725,74.364,24.554,18.514,26.242,1.672,1.01,0.416,0.502,1.483,0.79,31.453,0.809,67.479,0.287,0.484,12.983,7.135
"1537",0.713,21.636,0.514,3.664,0.36,4.358,3004.425,79.53,83.007,0.014,0.622,0.039,35.516,0.63,824.269,0.173,1.455,1.151,0.891,1.424,1.503,0.421,0.135,3.208,0.313,1.368,0.293,0.145,0.145,0.021,923.311,5.843,25.297,7.179,11.866,12.629,17.77,32.061,78.164,0.087,0.666,1.566,0.916,55.09,3.6,57.592,0.307,0.51,0.572,0.26
"1538",0.661,21.024,0.202,1.18,0.764,4.881,1776.511,86.483,86.763,0.533,0.013,0.029,121.805,0.112,567.072,0.13,0.912,0.936,1.254,1.133,1.312,0.424,0.092,3.388,0.246,1.276,0.749,0.298,0.298,0.05,789.476,31.343,18.374,80.317,28.16,20.896,21.559,20.313,66.469,0.174,0.116,1.617,0.867,9.839,1.266,34.752,1.296,0.8,10.106,5.816
"1539",0.67,33.139,0.455,4.022,0.438,4.518,893.747,79.689,83.806,0.013,0.085,0.124,126.324,0.464,541.715,0.215,0.892,1.434,1.351,1.203,1.266,0.289,0.201,3.874,5.445,2.971,0.761,0.407,0.407,0.088,629.335,7.168,10.927,139.135,30.842,15.316,40.198,30.162,42.545,0.556,0.18,1.62,0.696,10.817,0.397,79.001,1.313,0.061,12.766,8.896
"1540",0.751,20.097,0.426,4.416,0.173,2.036,3682.375,85.177,87.934,0.093,0.412,0.422,104.225,0.079,605.92,0.1,1.406,0.887,1.141,1.061,1.529,0.305,0.069,0.209,4.411,0.464,0.151,0.57,0.57,0.01,895.224,27.153,8.18,59.445,11.429,21.145,37.022,25.912,40.661,0.871,0.262,1.73,0.537,53.501,1.671,32.499,0.879,0.193,12.588,1.425
"1541",0.722,33.848,0.054,1.337,0.495,4.486,88.156,79.816,82.459,0.309,0.65,0.408,74.659,0.162,776.217,0.236,1.716,1.563,1.653,0.892,0.994,0.252,0.215,0.701,0.767,1.255,0.804,0.176,0.176,0.028,979.161,34.429,11.514,60.863,7.798,10.722,6.899,23.079,89.869,0.718,0.124,1.404,0.651,4.368,0.07,45.726,1.435,0.173,5.692,4.467
"1542",0.745,24.974,0.358,4.595,0.584,0.958,245.303,88.118,87.983,0.452,0.757,0.031,65.951,0.328,635.305,0.286,1.579,1.64,1.033,0.903,1.144,0.264,0.17,1.916,2.638,1.454,0.358,0.423,0.423,0.051,831.187,26.511,9.612,109.281,20.575,18.22,12.33,40.381,72.672,0.34,0.239,1.549,0.266,0.578,4.361,44.513,0.51,0.964,6.948,5.634
"1543",0.788,22.267,0.331,4.573,0.379,0.573,1307.948,81.982,85.971,0.883,0.098,0.087,63.848,0.484,782.681,0.155,1.199,1.005,1.567,1.727,1.543,0.281,0.092,1.594,3.109,0.76,0.408,0.434,0.434,0.084,798.335,32.852,19.999,142.808,34.383,11.041,37.184,8.85,51.226,0.032,0.714,1.296,0.589,3.961,4.577,57.936,0.036,0.394,9.477,9.996
"1544",0.641,31.008,0.082,0.165,0.567,4.847,1654.297,65.761,87.705,0.841,0.664,0.094,106.029,0.473,873.155,0.149,1.129,0.909,1.444,1.347,1.031,0.347,0.184,3.313,2.75,0.725,0.862,0.447,0.447,0.06,653.243,32.793,13.453,42.636,11.379,24.046,30.857,12.814,14.277,0.258,0.263,0.941,0.759,26.515,4.405,64.268,0.016,0.644,11.378,1.089
"1545",0.793,29.917,0.619,2.052,0.99,1.407,3178.46,86.321,84.612,0.313,0.066,0.212,75.75,0.012,895.644,0.224,1.662,0.923,1.403,1.344,1.008,0.348,0.056,1.378,3.338,0.956,0.539,0.39,0.39,0.08,851.753,34.818,26.068,36.492,22.8,2.73,12.725,47.546,60.247,0.805,0.652,1.003,0.191,54.512,0.676,70.384,1.213,0.636,1.798,8.499
"1546",0.712,18.088,0.138,3.895,0.496,4.564,4611.555,76.567,84.904,0.374,0.299,0.455,138.001,0.244,599.082,0.218,1.014,1.538,1.37,1.076,1.202,0.282,0.108,3.272,0.869,1.844,0.776,0.118,0.118,0.096,864.522,28.131,5.981,49.947,10.873,11.972,33.759,31.657,18.905,0.539,0.795,1.755,0.384,45.801,0.792,14.342,1.33,0.424,4.446,9.272
"1547",0.703,12.313,0.408,4.037,0.856,0.943,226.582,81.319,85.851,0.846,0.696,0.104,109.5,0.911,636.858,0.17,1.34,0.959,1.646,0.949,1.109,0.352,0.2,1.25,3.44,0.445,0.788,0.497,0.497,0.097,606.383,14.467,10.039,136.634,11.948,20.888,18.301,16.309,68.357,0.323,0.157,1.507,0.186,14.181,4.085,76.445,1.148,0.607,12.473,7.557
"1548",0.752,27.278,0.588,1.825,0.631,4.214,4716.216,83.822,87.845,0.103,0.674,0.368,84.807,0.575,640.471,0.265,1.691,1.122,1.665,1.285,1.226,0.389,0.137,3.128,3.253,2.199,0.553,0.449,0.449,0.057,764.028,29.815,6.453,116.302,23.803,1.401,13.5,19.905,2.039,0.094,0.271,1.469,0.152,57.163,3.601,42.575,0.816,0.554,6.294,2.75
"1549",0.744,15.621,0.254,3.126,0.104,3.973,3438.422,68.82,85.014,0.425,0.34,0.374,122.986,0.164,551.12,0.202,1.535,1.101,1.467,1.299,1.595,0.369,0.173,2.883,2.721,1.234,0.757,0.575,0.575,0.088,787.756,5.446,14.701,143.579,11.993,6.755,28.169,37.784,59.893,0.687,0.444,1.608,0.086,3.909,2.282,33.302,1.295,0.988,14.918,4.382
"1550",0.779,17.662,0.06,3.788,0.853,0.386,3136.893,88.423,84.326,0.468,0.066,0.356,45.741,0.573,561.186,0.175,1.626,1.24,1.392,0.864,1.147,0.429,0.22,1.142,3.794,0.257,0.437,0.207,0.207,0.087,855.982,29.102,8.928,87.14,24.7,17.853,37.698,1.074,63.038,0.568,0.776,1.619,0.326,11.332,0.009,28.896,0.408,0.473,0.532,7.554
